"crash_record_id","rd_no","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"049293a374d9869ab32fa9324d649df1ea67b7b558e7b813b2f071edf3f2a7634ca0ac1f5b8a5cab400a6f91c22b98d84f5d46cb43db7763220218fecfad53f4","JE491575",,"2021-12-29T04:17:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","FIXED OBJECT","ONE-WAY",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY","Y",,"Y","OVER $1,500","2021-12-29T04:22:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5100","W","BELDEN AVE","2522",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","4","4","12","41.922422262","-87.753696351","POINT (-87.753696350866 41.922422262243)"
"51e2ceb3052dea2a04fe87d94760c2276392fcc0cd413c75ca5d02d8eb559bc89f15c7a7275052a8faf4c20208c1877e0454f217a4787e4dba2f3634eff4dbcc","JE491625",,"2021-12-29T03:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2021-12-29T08:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","9903","S","RACINE AVE","2232",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","3","4","12","41.713977525","-87.652602771","POINT (-87.652602770877 41.71397752477)"
"940fb8f79d1028aec90baa6e1b44f1a7259767e5a20cea182400c31adabda965f3e6898b399c1fa19078960bb3ccf3b38799bc356b97d1d9dd280d67c173b1ae","JE491565",,"2021-12-29T02:37:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","FIXED OBJECT","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2021-12-29T02:37:00.000","WEATHER","NOT APPLICABLE","5558","N","CALIFORNIA AVE","2011",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","2","4","12","41.983072367","-87.699302892","POINT (-87.699302891791 41.983072367155)"
"03b0653fa6105d2368ee77897c93c407756865ed2ca4cd5bc37685c649c6dec613872a6cf40f190586946d76c5123811ed4336b72fee08e29ca8bb0dcb39f73d","JE491574",,"2021-12-29T02:25:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DARKNESS, LIGHTED ROAD","FIXED OBJECT","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-29T02:25:00.000","UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED)","NOT APPLICABLE","910","S","MICHIGAN AVE","123",,,,,,,"1","NONINCAPACITATING INJURY","2","0","0","2","0","1","0","2","4","12","41.87025039","-87.62427758","POINT (-87.6242775803 41.870250390318)"
"3a378f6e965add03e4c45109d1577699dfd6e8f28accc59729a0ef36c1cfb8dc0f943ca51416667046c9c2e929321fbb6088447d9a36c4d7c87f04c99d17f917","JE491888",,"2021-12-29T02:19:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2021-12-29T13:10:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1300","N","CENTRAL AVE","2531",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","2","4","12","41.903994275","-87.765867358","POINT (-87.76586735817 41.903994275067)"
"d037d1bf13b5b3349764ab35fb93dcbc64d123201baa26084eaf2411bb7d7d4453d74a27b7f5083091ddf32a2284448abed30e335569bcaf1c91926bcaa439fa","JE491548",,"2021-12-29T01:48:00.000","30","NO CONTROLS","NO CONTROLS","FREEZING RAIN/DRIZZLE","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2021-12-29T01:50:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3251","W","MONTROSE AVE","1724",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","1","4","12","41.961053655","-87.710289858","POINT (-87.710289857762 41.96105365495)"
"c22bb1748997d280e302ebda6c3db8a30e7d313cd7021dead3c605537b6b04590ac870dba270dbfa02fbfb119a9ed2b3aa67cb85b3c8ec49f648a5776c24e8be","JE491648",,"2021-12-29T01:25:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","FIXED OBJECT","OTHER",,"STRAIGHT AND LEVEL","SNOW OR SLUSH","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2021-12-29T08:37:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1345","N","PULASKI RD","2535",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","1","4","12","41.90579384","-87.726251137","POINT (-87.726251137072 41.905793840339)"
"ffed3fb121dffb3832db1dada8d6a6d7478df9090c71dca609b7f8a029d596b79517e3145e4088f74200af26ee2ee89194cf3679527372b067fff37bf451c591","JE491527",,"2021-12-29T00:24:00.000","30","NO CONTROLS","NO CONTROLS","CLOUDY/OVERCAST","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2021-12-29T00:45:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2349","W","GRAND AVE","1221",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","0","4","12","41.890556797","-87.686187606","POINT (-87.686187605955 41.890556796794)"
"a67f73025e39edab835993257061604cf17763a04a5544f2c10a4796a22d2fc2df0495999fac01d68f0a6d540c8add9df0a43fa65c62dcb2379b49fd43f03d38","JE491516",,"2021-12-29T00:17:00.000","30","NO CONTROLS","NO CONTROLS","SNOW","DARKNESS, LIGHTED ROAD","FIXED OBJECT","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","SNOW OR SLUSH","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-29T00:17:00.000","WEATHER","WEATHER","530","W","76TH ST","621",,,,,,,"1","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","0","4","12","41.756288153","-87.63807667","POINT (-87.638076670141 41.756288152954)"
"284255bda73c573ab805f77cf45ec9aeb31020d7b7fc0817e81e8762e38e030c5b296722ee8b2aa48b10decc4e65bf3c5b27066bd42556751b23d99d25d17a92","JF103396","Y","2021-12-29T00:00:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"N","Y","$501 - $1,500","2022-01-04T17:35:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","8237","S","WASHTENAW AVE","835",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","0","4","12","41.743415116","-87.68987689","POINT (-87.689876890021 41.743415116101)"
"2aac7fa92d0d5455d67ef4157c45621d3cbe2f705d30e9f3f90f611e2e497b1df3cdb930797c0d31fdaec5607a0fd948efbd76b685787444a823f290495d8c54","JE491786","N","2021-12-29T00:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2021-12-29T11:20:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4448","N","SAWYER AVE","1724",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","0","4","12","41.962622451","-87.709662749","POINT (-87.7096627494 41.962622450812)"
"c3078905d1a0a609435c5e61783459bbc06201d1004280c804e0807937d18e0ebf5d61f20ec922311430e9b40c93fc87f421dd757f43a871fe4e78e7acedf409","JE491511",,"2021-12-28T23:50:00.000","30","TRAFFIC SIGNAL","UNKNOWN","UNKNOWN","DARKNESS, LIGHTED ROAD","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-29T00:10:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","UNABLE TO DETERMINE","4758","W","47TH ST","815",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","3","12","41.807737271","-87.743107608","POINT (-87.743107607634 41.807737271022)"
"0b43984d257ef7d143b49d22ec00d6db64528c3078e41a38fe830be327d4a3ad7e85e5f9301cdc23251f3e720ca4adba005cff998fba22c684a66e4856171254","JE499491",,"2021-12-28T23:30:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2021-12-28T23:30:00.000","EQUIPMENT - VEHICLE CONDITION","NOT APPLICABLE","6149","N","KIMBALL AVE","1711",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","23","3","12","41.993448861","-87.713935861","POINT (-87.713935860896 41.993448861456)"
"7255c20604a26e4e2d0b0c200691feea5f41413f799f95cc99e2a9acfb4ceeb88a3284330590e3cb0e19c010a81ebe3997e810b355ee2355652702bc4fec2f1a","JE492271",,"2021-12-28T23:00:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2021-12-29T18:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4249","S","SACRAMENTO AVE","921",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","23","3","12","41.815828115","-87.699207456","POINT (-87.699207456073 41.815828115313)"
"53f76f8cd1e5bc27fed0abc3bec1420e092a13739adcfa9cbe5749b0e2cbd5b7ca5ee28ac646c0680472d1dc17c655407b4aec39acc169eab5404b5674539b93","JE491476",,"2021-12-28T22:45:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","FIXED OBJECT","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-28T22:45:00.000","DISREGARDING TRAFFIC SIGNALS","FAILING TO REDUCE SPEED TO AVOID CRASH","2727","N","WESTERN AVE","1432",,,,,,,"2","INCAPACITATING INJURY","3","0","1","2","0","0","0","22","3","12","41.931210035","-87.687723766","POINT (-87.687723765872 41.931210035178)"
"c7578c633366f25303db8d5e33d89ba7cfd98eafd0845dee9f042f1f25b4608903c14d245ab88f3a5005cbae9fb8092ab04a712ff245ee947cedabc3b5ad0b25","JE491480",,"2021-12-28T22:30:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-28T23:03:00.000","DISREGARDING STOP SIGN","WEATHER","6700","S","WASHTENAW AVE","831",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","3","12","41.771768498","-87.690913418","POINT (-87.690913417964 41.771768497684)"
"7b430a35b67852d91570f9a908a32ff682b0124ff9dd4506e66fc74e3d7d2d2401877f60e74aab813798ae9cbc0bba59c8d15c79ff94edb37c015ea699fba17c","JE491470",,"2021-12-28T22:30:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","FREEZING RAIN/DRIZZLE","DARKNESS, LIGHTED ROAD","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","SNOW OR SLUSH","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2021-12-28T22:41:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","UNABLE TO DETERMINE","3711","N","KIMBALL AVE","1733",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","3","12","41.948766022","-87.712630201","POINT (-87.71263020135 41.948766022319)"
"197eb91c0fcf4bf617af1c40243a24381a753011d1128c5385c510715e5b9ab0bc278c7845f288236d45666bd8dfed913b1d87421f2d7b32e57be5638dfd699b","JE491464",,"2021-12-28T22:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLOUDY/OVERCAST","DARKNESS, LIGHTED ROAD","ANGLE","ONE-WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2021-12-28T22:31:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","300","E","ERIE ST","1834",,,,,,,"2","INCAPACITATING INJURY","1","0","1","0","0","3","0","22","3","12","41.8943175","-87.620176995","POINT (-87.620176995336 41.89431749977)"
"21d7e7341c2da8915c9f63cbea2841570914b7592e6ab0a6c86c9ed74ff6566eb69a27835a94a7ee9fcfa900f1d8a2423d2428b540d25eef0356768ab39992b0","JE491468",,"2021-12-28T22:20:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2021-12-28T22:55:00.000","FOLLOWING TOO CLOSELY","FAILING TO REDUCE SPEED TO AVOID CRASH","4100","S","CICERO AVE","814",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","3","12","41.818178097","-87.743611856","POINT (-87.743611856242 41.818178096923)"
"2a033f2e535d0ea7471aa48a1b5e9cd9e32f9c146523321d1dd494a7d1be8e4bcbe7c870bafcfe5e1415061c7bce840a035270287310dbab563a95f73e0c8f29","JE491454",,"2021-12-28T22:20:00.000","35","NO CONTROLS","NO CONTROLS","RAIN","DARKNESS","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2021-12-28T23:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2726","W","PRINDIVILLE ST","1431",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","3","12","41.921115027","-87.696241299","POINT (-87.696241299147 41.92111502709)"
"232dda6789b9171220395d1d0c426e888918e5a20f82f3b38a4b5ffc0434d4708bde6acdfebc746f50ce4276a7b05ce9f10ab7557375eec093a860af3af25137","JE491471",,"2021-12-28T22:15:00.000","30","NO CONTROLS","NO CONTROLS","SNOW","DARKNESS, LIGHTED ROAD","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2021-12-28T22:40:00.000","IMPROPER TURNING/NO SIGNAL","WEATHER","5251","S","CORNELL AVE","234",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","3","12","41.799801582","-87.585403396","POINT (-87.585403395969 41.79980158177)"
"4e56ad72c468a7455de3a28eae3076179daf3cd8b142b752087c6265a695cb03e63331ae51d7b2a8fe1cab536e5615d1a9f836cfb00b9217b14958530ea4863f","JE491453",,"2021-12-28T22:05:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2021-12-28T22:25:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","600","W","127TH ST","523",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","3","12","41.663368814","-87.636667526","POINT (-87.636667525519 41.663368814348)"
"4ea9796f47b2bcdd28a86a00ab2f0aee84a184741953cf1dc533a2c6b6be2e2659f4697bce468b60243ef59ef0fcdb06fbfe3574e1a3003dd341a63ab1e0576d","JE492876","Y","2021-12-28T22:00:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","NO DEFECTS",,"NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2021-12-30T12:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","115","E","57TH ST","232",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","22","3","12","41.790966244","-87.621688647","POINT (-87.621688647342 41.790966243632)"
"ce5747f7ee8fced0200a0d71781c5c311d638074c587ff9587599665ad4cc9dbe45c021ced283c6a4d58886846035ddcd6012edbbd9df0a3f920e54877fa9b1a","JE491462","N","2021-12-28T21:53:00.000","40","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","OTHER","DARKNESS, LIGHTED ROAD","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2021-12-28T22:33:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","357","E","JACKSON DR","114",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","21","3","12","41.878250291","-87.618653086","POINT (-87.618653086181 41.878250291165)"
"b2fa4f2a5496b25bec81214cbd7f37b03b857bf9563643b7e6d1c10d40c19cfd1580063efd6dc4c587222a0871912a152abb57ad4a78caf07cb6ec3394977e92","JE492865","Y","2021-12-28T21:30:00.000","20","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2021-12-30T12:25:00.000","IMPROPER LANE USAGE","UNABLE TO DETERMINE","912","E","53RD ST","233",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","21","3","12","41.799494281","-87.603276507","POINT (-87.60327650711 41.799494281077)"
"fe6bd4bdd7b60512a9d31856820d053876ed562397b7b3254358079d93d95c2fe0ff1571c03f908ca6d3fb13baeeaa45ae762659bbd29a72543185d5fdfe5a5b","JE491450",,"2021-12-28T21:27:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2021-12-28T22:13:00.000","DISREGARDING TRAFFIC SIGNALS","FAILING TO REDUCE SPEED TO AVOID CRASH","400","E","83RD ST","631",,"Y",,,,,"3","NONINCAPACITATING INJURY","2","0","0","2","0","1","0","21","3","12","41.743922906","-87.614687486","POINT (-87.614687486131 41.743922906387)"
"024af22721e89c393e857c26ca04e33bf1219375a1a55e8aaa01a289dce59fdeb54ae6b97ddeafec7f2faad9c483c76446a793968faec9f2f9128147b4b94af0","JE491433",,"2021-12-28T21:20:00.000","25","NO CONTROLS","NO CONTROLS","SNOW","DARKNESS, LIGHTED ROAD","OTHER NONCOLLISION","RAMP",,"CURVE, LEVEL","SNOW OR SLUSH","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,"Y",,"OVER $1,500","2021-12-28T21:27:00.000","WEATHER","UNABLE TO DETERMINE","5459","N","MANNHEIM RD","1654",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","21","3","12","41.979063292","-87.878728829","POINT (-87.878728828809 41.979063291944)"
"02784c807ebf3f786dedbb89e977c7ccc0e5bc86cb7a96eb2b55cf2948ad33d661df38a35a937a8003614175a895f6c2b850f3dc13223b70ce617a0a899e9de7","JE491438",,"2021-12-28T21:15:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","PARKING LOT",,"STRAIGHT AND LEVEL","WET","WORN SURFACE","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"N","$500 OR LESS","2021-12-28T22:55:00.000","FOLLOWING TOO CLOSELY","IMPROPER BACKING","1326","W","MORSE AVE","2431",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","21","3","12","42.008038447","-87.664817119","POINT (-87.664817119011 42.008038447183)"
"c9edb6c494bb138d16f9b182e25461b310a7ba0f55e77ca97317d43af04f798a226ff722755cdfe506c5b53b39cccc8dc9a74abb0a85152cda7050e2e3c32801","JE491456",,"2021-12-28T21:10:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","SNOW","DARKNESS, LIGHTED ROAD","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","SNOW OR SLUSH","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2021-12-28T21:45:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","NOT APPLICABLE","8300","S","DAMEN AVE","614",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","21","3","12","41.742849981","-87.673107363","POINT (-87.673107362988 41.742849980643)"
"101f42e508ab50fdef4af2794155f7a56e351684e59127b7ccce48f58c7f02f9998ff885ee829e9546bbe25302995b53d5543d777f7d754d62eabd0be0bc188f","JE491455",,"2021-12-28T21:00:00.000","30","TRAFFIC SIGNAL","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2021-12-28T22:16:00.000","FAILING TO YIELD RIGHT-OF-WAY","IMPROPER OVERTAKING/PASSING","8300","S","DAMEN AVE","614",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","5","0","21","3","12","41.742849981","-87.673107363","POINT (-87.673107362988 41.742849980643)"
"11cd340fcb10521fefd3103dd77261b5bdb497061b2407af0c98a6f389a7766622d4a75c92c2ba3f89b0cd686641d52d0e75968a9d7cc19747b438314c48e71a","JE491427",,"2021-12-28T20:57:00.000","30","NO CONTROLS","NO CONTROLS","SNOW","DARKNESS","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","SNOW OR SLUSH","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2021-12-28T20:57:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","6801","W","ALTGELD ST","2512",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","20","3","12","41.925307733","-87.795358538","POINT (-87.795358538164 41.925307733174)"
"df352b7575e17576a712973287b8039b60e81b94eb804de247f3756f3417f2c13d41a52851d999f0d3dcb4983787d0ad80e2d40bb2460ffd35cd6c124e0ec927","JE491419",,"2021-12-28T20:31:00.000","35","NO CONTROLS","NO CONTROLS","FREEZING RAIN/DRIZZLE","DARKNESS, LIGHTED ROAD","FIXED OBJECT","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-28T20:31:00.000","IMPROPER LANE USAGE","FAILING TO REDUCE SPEED TO AVOID CRASH","3800","N","LAKE SHORE DR NB","1925",,,,,,,"1","NONINCAPACITATING INJURY","1","0","0","1","0","0","0","20","3","12","41.952410487","-87.644953637","POINT (-87.644953636539 41.952410486572)"
"ce4be8ce554868bbc6ea8a54e4d3d139bcb51fa2bff87a487c868ec0087566d70fcd6060b30e7d1084b19709294b4d72b7b0c12547760163346c7d08e27119db","JE491424",,"2021-12-28T20:28:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2021-12-28T20:45:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","UNABLE TO DETERMINE","1100","W","MONROE ST","1232",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","20","3","12","41.880475735","-87.654783774","POINT (-87.654783773852 41.880475735325)"
"496cd8ba4b1e78fa584f04435a95f23fef33851199f268059edffaebcf25af712e92acf5a561504b9c5d0f60590bea25e3b730037924ed8f186c84c6760f16d5","JE491375",,"2021-12-28T19:50:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","TURNING","T-INTERSECTION",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2021-12-28T20:00:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","4259","W","MADISON ST","1115",,"Y",,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","19","3","12","41.8805306","-87.732901048","POINT (-87.732901048254 41.880530600468)"
"7fc60eadd381d529f0a79f69041a6c2a608428e3a45b2a9afefc87efa98a07338f9072714f1c33fdf452f3264436a2dd0f5d7c0d999099516d7077868ffab661","JE491465",,"2021-12-28T19:46:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","UNKNOWN","DARKNESS, LIGHTED ROAD","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2021-12-28T22:40:00.000","IMPROPER TURNING/NO SIGNAL","NOT APPLICABLE","1600","E","83RD ST","411",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","3","12","41.744315875","-87.585316041","POINT (-87.585316041255 41.744315874645)"
